source_id,ra,ra_error,dec,dec_error,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val
4117288282921966080,266.04463092701246,0.8934713190795064,-21.660928051434297,1.073484100785791,6.044512574546379,4.069457307536806,19.999984522826598,1.797824000236265,19.287512,,,,
582061492736862208,133.47943452648659,1.777967889552957,5.575688660529979,1.0627563600213814,222.51993430409095,29.700516214275297,19.99998065278635,1.746292367203811,20.542543,1.2899895,,,
2873046565103607296,353.6524728565999,0.024201071909174185,34.040216168121546,0.014759947138615228,105.24765995925236,-26.17949324118115,19.999868942004625,0.03490192882907318,8.866842,0.96426105,-24.948452404382216,0.1569946619805067,5319.25
5856368988218578816,186.6128758915009,1.1659845797238693,-69.35533872988597,1.3380274741633431,300.71873355208646,-6.5910295282435865,19.999770899564904,1.5565883630225643,20.401766,1.5081005,,,
3501215730056271104,188.59681642029955,0.739843122818553,-23.39700371398805,0.7334105590694951,297.87396944587454,39.307235007733176,19.999758759348637,0.9216841072237661,2.2513392,5.0894012,,,4732.6665
3812489365960784000,172.84115687403914,0.04273824575281059,3.6650354145636705,0.030424591419755766,260.2671348394262,59.72954808226708,19.999647342521353,0.050853290634791506,14.175144,2.514309,,,3786.173
6621832284637642240,335.35010487009134,0.09442999862392232,-26.848188848269228,0.07673034262259244,24.634978529861893,-56.70137701874159,19.999544038633793,0.11130726434587608,14.825993,-0.042341232,,,8561.333
5184695339307290112,43.883525372390494,0.033797613030967046,-4.011168104543332,0.039896831537146016,180.43169479371775,-52.438975310080956,19.9995401945411,0.045682400181712754,10.996955,1.6924343,18.885873489282055,0.3680410052732983,4153.42
4148728439895538816,268.29819977321944,1.4016339738024652,-14.2597798611691,1.1888041595925674,13.532599000339275,6.00095939192371,19.99947174734558,1.2761553617210217,20.101032,1.4663563,,,
3312408314888858752,67.64158070456722,0.39434180667965124,14.747980665006523,0.18445745761691196,181.60537476475986,-22.349623973455934,19.999379194659987,0.4546937490010555,13.490524,2.7088547,,,3970.53
5972209822465449728,258.8055011838899,0.9512622398804399,-39.839241592616354,0.8439273236013303,347.45779995911465,-0.7780261534781535,19.999378209561602,1.6202800068336627,19.422642,,,,
5979902899231279488,258.13146035876014,1.2206006989645382,-32.70085569284103,1.0886510276371422,352.93314798629945,3.8381491705020934,19.99925321315809,1.4379124363484075,20.182318,2.0910912,,,
5850129259769798400,218.70764112927878,0.8801836295291057,-64.17473650649123,1.2567601581728378,313.90157089851607,-3.527533914692024,19.999241664174868,1.7338428849074954,20.014328,1.4321918,,,
1830522934256628224,302.65273487550644,0.753942920061556,23.33733700331151,0.7135569714135952,62.70969010641644,-5.513658421478679,19.999079397596113,1.1635096260698046,18.99018,2.139164,,,
6641652802795798784,298.42149240989227,0.4796595417753639,-53.458348495292434,0.28350516323165476,344.70146363071916,-30.56476496483016,19.999038143010264,0.5298225202619594,15.038772,0.8395519,,,5760.0
5106607576826623488,50.14675971876832,0.057866877803833226,-16.432607938923745,0.04895446152358353,203.53149315082652,-53.915648731024206,19.99902966961219,0.06794508456039197,14.702583,2.9530745,,,3520.1267
1095898293269552768,114.00094868594908,0.18778461755636422,66.761997019016,0.3396903450027999,149.2390662021242,29.133375360638663,19.99886587563985,0.5133543248972143,14.857271,3.1111107,,,4344.07
2513599446429271040,35.115104727701336,0.04099693948961523,1.5758412723941668,0.03712152988120364,163.23797670335088,-54.17767137517131,19.998778318000873,0.0485284335423322,13.516264,2.5342636,10.51619720189074,2.596992349305735,3699.0
2795259862647922560,10.284592802129827,0.03860430898475969,19.254086363286753,0.0229355713716951,119.57713924317427,-43.550563909085604,19.998778116556917,0.046294204650088315,9.58799,1.1644268,-32.6961438632148,0.4626375659593159,4917.5127
4103948664191943680,277.36704115433355,1.7779592285935473,-15.158007640889261,1.1496891136911715,16.968123223044525,-2.1210310420998995,19.998711908112593,1.7358531820427205,19.88219,1.5554161,,,
1813713840986574848,313.67005957681613,0.055752472307201914,19.937193179121817,0.06656631337753732,65.8674328081979,-15.84564360636675,19.998699695370192,0.0759683216493192,15.219891,3.0044127,,,4131.125
